Vdd,Cload (fF),Slew (ps),Temp (C),Wp (um),Gate_ID,Power (uW)
1.0,32.18,400.0,25,0.18,1,16.23
1.0,32.18,400.0,25,0.36,1,16.605
1.0,32.18,400.0,75,0.18,1,15.316
1.0,32.18,400.0,75,0.36,1,16.515
1.0,32.18,400.0,100,0.18,1,14.548
1.0,32.18,400.0,100,0.36,1,16.438
1.0,32.18,400.0,125,0.18,1,13.651
1.0,32.18,400.0,125,0.36,1,16.299
1.0,36.64,10.0,-40,0.18,1,18.49
1.0,36.64,10.0,-40,0.36,1,18.612
1.0,36.64,10.0,-25,0.18,1,18.491
1.0,36.64,10.0,-25,0.36,1,18.612
1.0,36.64,10.0,0,0.18,1,18.491
1.0,36.64,10.0,0,0.36,1,18.613
1.0,36.64,10.0,25,0.18,1,18.492
1.0,36.64,10.0,25,0.36,1,18.612
1.0,36.64,10.0,75,0.18,1,18.425
1.0,36.64,10.0,75,0.36,1,18.58
1.0,36.64,10.0,100,0.18,1,18.291
1.0,36.64,10.0,100,0.36,1,18.519
1.0,36.64,10.0,125,0.18,1,18.023
1.0,36.64,10.0,125,0.36,1,18.406
1.0,36.64,50.0,-40,0.18,1,18.486
1.0,36.64,50.0,-40,0.36,1,18.599
1.0,36.64,50.0,-25,0.18,1,18.486
1.0,36.64,50.0,-25,0.36,1,18.6
1.0,36.64,50.0,0,0.18,1,18.487
1.0,36.64,50.0,0,0.36,1,18.602
1.0,36.64,50.0,25,0.18,1,18.486
1.0,36.64,50.0,25,0.36,1,18.603
1.0,36.64,50.0,75,0.18,1,18.412
1.0,36.64,50.0,75,0.36,1,18.578
1.0,36.64,50.0,100,0.18,1,18.261
1.0,36.64,50.0,100,0.36,1,18.528
1.0,36.64,50.0,125,0.18,1,17.964
1.0,36.64,50.0,125,0.36,1,18.429
1.0,36.64,100.0,-40,0.18,1,18.501
1.0,36.64,100.0,-40,0.36,1,18.621
1.0,36.64,100.0,-25,0.18,1,18.496
1.0,36.64,100.0,-25,0.36,1,18.613
1.0,36.64,100.0,0,0.18,1,18.492
1.0,36.64,100.0,0,0.36,1,18.609
1.0,36.64,100.0,25,0.18,1,18.488
1.0,36.64,100.0,25,0.36,1,18.608
1.0,36.64,100.0,75,0.18,1,18.389
1.0,36.64,100.0,75,0.36,1,18.587
1.0,36.64,100.0,100,0.18,1,18.2
1.0,36.64,100.0,100,0.36,1,18.546
1.0,36.64,100.0,125,0.18,1,17.85
1.0,36.64,100.0,125,0.36,1,18.461
1.0,36.64,200.0,-40,0.18,1,18.561
1.0,36.64,200.0,-40,0.36,1,18.721
1.0,36.64,200.0,-25,0.18,1,18.541
1.0,36.64,200.0,-25,0.36,1,18.69
1.0,36.64,200.0,0,0.18,1,18.523
1.0,36.64,200.0,0,0.36,1,18.664
1.0,36.64,200.0,25,0.18,1,18.502
1.0,36.64,200.0,25,0.36,1,18.65
1.0,36.64,200.0,75,0.18,1,18.268
1.0,36.64,200.0,75,0.36,1,18.624
1.0,36.64,200.0,100,0.18,1,17.932
1.0,36.64,200.0,100,0.36,1,18.589
1.0,36.64,200.0,125,0.18,1,17.4
1.0,36.64,200.0,125,0.36,1,18.513
1.0,36.64,400.0,-40,0.18,1,18.762
1.0,36.64,400.0,-40,0.36,1,19.048
1.0,36.64,400.0,-25,0.18,1,18.69
1.0,36.64,400.0,-25,0.36,1,18.958
1.0,36.64,400.0,0,0.18,1,18.546
1.0,36.64,400.0,0,0.36,1,18.868
1.0,36.64,400.0,25,0.18,1,18.229
1.0,36.64,400.0,25,0.36,1,18.811
1.0,36.64,400.0,75,0.18,1,16.736
1.0,36.64,400.0,75,0.36,1,18.685
1.0,36.64,400.0,100,0.18,1,15.652
1.0,36.64,400.0,100,0.36,1,18.537
1.0,36.64,400.0,125,0.18,1,14.488
1.0,36.64,400.0,125,0.36,1,18.272
1.0,41.09,10.0,-40,0.18,1,20.717
1.0,41.09,10.0,-40,0.36,1,20.838
1.0,41.09,10.0,-25,0.18,1,20.718
1.0,41.09,10.0,-25,0.36,1,20.839
1.0,41.09,10.0,0,0.18,1,20.716
1.0,41.09,10.0,0,0.36,1,20.838
1.0,41.09,10.0,25,0.18,1,20.709
1.0,41.09,10.0,25,0.36,1,20.83
1.0,41.09,10.0,75,0.18,1,20.545
1.0,41.09,10.0,75,0.36,1,20.743
1.0,41.09,10.0,100,0.18,1,20.274
1.0,41.09,10.0,100,0.36,1,20.62
1.0,41.09,10.0,125,0.18,1,19.795
1.0,41.09,10.0,125,0.36,1,20.406
1.0,41.09,50.0,-40,0.18,1,20.713
1.0,41.09,50.0,-40,0.36,1,20.826
1.0,41.09,50.0,-25,0.18,1,20.713
1.0,41.09,50.0,-25,0.36,1,20.826
1.0,41.09,50.0,0,0.18,1,20.713
1.0,41.09,50.0,0,0.36,1,20.828
1.0,41.09,50.0,25,0.18,1,20.704
1.0,41.09,50.0,25,0.36,1,20.824
1.0,41.09,50.0,75,0.18,1,20.524
1.0,41.09,50.0,75,0.36,1,20.753
1.0,41.09,50.0,100,0.18,1,20.224
1.0,41.09,50.0,100,0.36,1,20.645
1.0,41.09,50.0,125,0.18,1,19.704
1.0,41.09,50.0,125,0.36,1,20.453
1.0,41.09,100.0,-40,0.18,1,20.727
1.0,41.09,100.0,-40,0.36,1,20.845
1.0,41.09,100.0,-25,0.18,1,20.722
1.0,41.09,100.0,-25,0.36,1,20.839
1.0,41.09,100.0,0,0.18,1,20.717
1.0,41.09,100.0,0,0.36,1,20.834
1.0,41.09,100.0,25,0.18,1,20.704
1.0,41.09,100.0,25,0.36,1,20.83
1.0,41.09,100.0,75,0.18,1,20.476
1.0,41.09,100.0,75,0.36,1,20.772
1.0,41.09,100.0,100,0.18,1,20.119
1.0,41.09,100.0,100,0.36,1,20.68
1.0,41.09,100.0,125,0.18,1,19.528
1.0,41.09,100.0,125,0.36,1,20.508
1.0,41.09,200.0,-40,0.18,1,20.782
1.0,41.09,200.0,-40,0.36,1,20.937
1.0,41.09,200.0,-25,0.18,1,20.763
1.0,41.09,200.0,-25,0.36,1,20.91
1.0,41.09,200.0,0,0.18,1,20.743
1.0,41.09,200.0,0,0.36,1,20.886
1.0,41.09,200.0,25,0.18,1,20.7
1.0,41.09,200.0,25,0.36,1,20.872
1.0,41.09,200.0,75,0.18,1,20.242
1.0,41.09,200.0,75,0.36,1,20.821
1.0,41.09,200.0,100,0.18,1,19.677
1.0,41.09,200.0,100,0.36,1,20.742
1.0,41.09,200.0,125,0.18,1,18.864
1.0,41.09,200.0,125,0.36,1,20.582
1.0,41.09,400.0,-40,0.18,1,20.965
1.0,41.09,400.0,-40,0.36,1,21.246
1.0,41.09,400.0,-25,0.18,1,20.877
1.0,41.09,400.0,-25,0.36,1,21.16
1.0,41.09,400.0,0,0.18,1,20.63
1.0,41.09,400.0,0,0.36,1,21.075
1.0,41.09,400.0,25,0.18,1,20.08
1.0,41.09,400.0,25,0.36,1,21.016
1.0,41.09,400.0,75,0.18,1,17.903
1.0,41.09,400.0,75,0.36,1,20.81
1.0,41.09,400.0,100,0.18,1,16.515
1.0,41.09,400.0,100,0.36,1,20.542
1.0,41.09,400.0,125,0.18,1,15.117
1.0,41.09,400.0,125,0.36,1,20.092
1.0,45.55,10.0,-40,0.18,1,22.943
1.0,45.55,10.0,-40,0.36,1,23.064
1.0,45.55,10.0,-25,0.18,1,22.943
1.0,45.55,10.0,-25,0.36,1,23.064
1.0,45.55,10.0,0,0.18,1,22.936
1.0,45.55,10.0,0,0.36,1,23.058
1.0,45.55,10.0,25,0.18,1,22.91
1.0,45.55,10.0,25,0.36,1,23.036
1.0,45.55,10.0,75,0.18,1,22.573
1.0,45.55,10.0,75,0.36,1,22.855
1.0,45.55,10.0,100,0.18,1,22.101
1.0,45.55,10.0,100,0.36,1,22.631
1.0,45.55,10.0,125,0.18,1,21.348
1.0,45.55,10.0,125,0.36,1,22.279
1.0,45.55,50.0,-40,0.18,1,22.94
1.0,45.55,50.0,-40,0.36,1,23.052
1.0,45.55,50.0,-25,0.18,1,22.939
1.0,45.55,50.0,-25,0.36,1,23.052
1.0,45.55,50.0,0,0.18,1,22.934
1.0,45.55,50.0,0,0.36,1,23.051
1.0,45.55,50.0,25,0.18,1,22.907
1.0,45.55,50.0,25,0.36,1,23.035
1.0,45.55,50.0,75,0.18,1,22.54
1.0,45.55,50.0,75,0.36,1,22.88
1.0,45.55,50.0,100,0.18,1,22.024
1.0,45.55,50.0,100,0.36,1,22.68
1.0,45.55,50.0,125,0.18,1,21.221
1.0,45.55,50.0,125,0.36,1,22.356
1.0,45.55,100.0,-40,0.18,1,22.953
1.0,45.55,100.0,-40,0.36,1,23.07
1.0,45.55,100.0,-25,0.18,1,22.948
1.0,45.55,100.0,-25,0.36,1,23.064
1.0,45.55,100.0,0,0.18,1,22.939
1.0,45.55,100.0,0,0.36,1,23.058
1.0,45.55,100.0,25,0.18,1,22.904
1.0,45.55,100.0,25,0.36,1,23.043
1.0,45.55,100.0,75,0.18,1,22.458
1.0,45.55,100.0,75,0.36,1,22.915
1.0,45.55,100.0,100,0.18,1,21.865
1.0,45.55,100.0,100,0.36,1,22.74
1.0,45.55,100.0,125,0.18,1,20.975
1.0,45.55,100.0,125,0.36,1,22.442
1.0,45.55,200.0,-40,0.18,1,23.004
1.0,45.55,200.0,-40,0.36,1,23.156
1.0,45.55,200.0,-25,0.18,1,22.986
1.0,45.55,200.0,-25,0.36,1,23.13
1.0,45.55,200.0,0,0.18,1,22.957
1.0,45.55,200.0,0,0.36,1,23.108
1.0,45.55,200.0,25,0.18,1,22.869
1.0,45.55,200.0,25,0.36,1,23.089
1.0,45.55,200.0,75,0.18,1,22.074
1.0,45.55,200.0,75,0.36,1,22.985
1.0,45.55,200.0,100,0.18,1,21.219
1.0,45.55,200.0,100,0.36,1,22.83
1.0,45.55,200.0,125,0.18,1,20.085
1.0,45.55,200.0,125,0.36,1,22.54
1.0,45.55,400.0,-40,0.18,1,23.158
1.0,45.55,400.0,-40,0.36,1,23.447
1.0,45.55,400.0,-25,0.18,1,23.032
1.0,45.55,400.0,-25,0.36,1,23.366
1.0,45.55,400.0,0,0.18,1,22.615
1.0,45.55,400.0,0,0.36,1,23.283
1.0,45.55,400.0,25,0.18,1,21.749
1.0,45.55,400.0,25,0.36,1,23.216
1.0,45.55,400.0,75,0.18,1,18.841
1.0,45.55,400.0,75,0.36,1,22.867
1.0,45.55,400.0,100,0.18,1,17.182
1.0,45.55,400.0,100,0.36,1,22.42
1.0,45.55,400.0,125,0.18,1,15.587
1.0,45.55,400.0,125,0.36,1,21.726
1.0,50.0,10.0,-40,0.18,1,25.167
1.0,50.0,10.0,-40,0.36,1,25.288
1.0,50.0,10.0,-25,0.18,1,25.164
1.0,50.0,10.0,-25,0.36,1,25.286
1.0,50.0,10.0,0,0.18,1,25.145
1.0,50.0,10.0,0,0.36,1,25.268
1.0,50.0,10.0,25,0.18,1,25.083
1.0,50.0,10.0,25,0.36,1,25.218
1.0,50.0,10.0,75,0.18,1,24.477
1.0,50.0,10.0,75,0.36,1,24.888
1.0,50.0,10.0,100,0.18,1,23.739
1.0,50.0,10.0,100,0.36,1,24.529
1.0,50.0,10.0,125,0.18,1,22.667
1.0,50.0,10.0,125,0.36,1,24.001
1.0,50.0,50.0,-40,0.18,1,25.165
1.0,50.0,50.0,-40,0.36,1,25.277
1.0,50.0,50.0,-25,0.18,1,25.162
1.0,50.0,50.0,-25,0.36,1,25.275
1.0,50.0,50.0,0,0.18,1,25.146
1.0,50.0,50.0,0,0.36,1,25.264
1.0,50.0,50.0,25,0.18,1,25.082
1.0,50.0,50.0,25,0.36,1,25.226
1.0,50.0,50.0,75,0.18,1,24.426
1.0,50.0,50.0,75,0.36,1,24.938
1.0,50.0,50.0,100,0.18,1,23.633
1.0,50.0,50.0,100,0.36,1,24.61
1.0,50.0,50.0,125,0.18,1,22.501
1.0,50.0,50.0,125,0.36,1,24.115
1.0,50.0,100.0,-40,0.18,1,25.178
1.0,50.0,100.0,-40,0.36,1,25.294
1.0,50.0,100.0,-25,0.18,1,25.171
1.0,50.0,100.0,-25,0.36,1,25.288
1.0,50.0,100.0,0,0.18,1,25.152
1.0,50.0,100.0,0,0.36,1,25.275
1.0,50.0,100.0,25,0.18,1,25.074
1.0,50.0,100.0,25,0.36,1,25.242
1.0,50.0,100.0,75,0.18,1,24.302
1.0,50.0,100.0,75,0.36,1,24.998
1.0,50.0,100.0,100,0.18,1,23.411
1.0,50.0,100.0,100,0.36,1,24.703
1.0,50.0,100.0,125,0.18,1,22.184
1.0,50.0,100.0,125,0.36,1,24.235
1.0,50.0,200.0,-40,0.18,1,25.226
1.0,50.0,200.0,-40,0.36,1,25.376
1.0,50.0,200.0,-25,0.18,1,25.206
1.0,50.0,200.0,-25,0.36,1,25.35
1.0,50.0,200.0,0,0.18,1,25.158
1.0,50.0,200.0,0,0.36,1,25.324
1.0,50.0,200.0,25,0.18,1,24.989
1.0,50.0,200.0,25,0.36,1,25.294
1.0,50.0,200.0,75,0.18,1,23.734
1.0,50.0,200.0,75,0.36,1,25.099
1.0,50.0,200.0,100,0.18,1,22.544
1.0,50.0,200.0,100,0.36,1,24.826
1.0,50.0,200.0,125,0.18,1,21.072
1.0,50.0,200.0,125,0.36,1,24.358
1.0,50.0,400.0,-40,0.18,1,25.334
1.0,50.0,400.0,-40,0.36,1,25.652
1.0,50.0,400.0,-25,0.18,1,25.138
1.0,50.0,400.0,-25,0.36,1,25.574
1.0,50.0,400.0,0,0.18,1,24.467
1.0,50.0,400.0,0,0.36,1,25.491
1.0,50.0,400.0,25,0.18,1,23.214
1.0,50.0,400.0,25,0.36,1,25.402
1.0,50.0,400.0,75,0.18,1,19.584
1.0,50.0,400.0,75,0.36,1,24.826
1.0,50.0,400.0,100,0.18,1,17.694
1.0,50.0,400.0,100,0.36,1,24.142
1.0,50.0,400.0,125,0.18,1,15.935
1.0,50.0,400.0,125,0.36,1,23.152
1.1,1.0,10.0,-40,0.18,1,0.797
1.1,1.0,10.0,-40,0.36,1,0.91
1.1,1.0,10.0,-25,0.18,1,0.796
1.1,1.0,10.0,-25,0.36,1,0.916
1.1,1.0,10.0,0,0.18,1,0.797
1.1,1.0,10.0,0,0.36,1,0.922
1.1,1.0,10.0,25,0.18,1,0.799
1.1,1.0,10.0,25,0.36,1,0.927
1.1,1.0,10.0,75,0.18,1,0.806
1.1,1.0,10.0,75,0.36,1,0.936
1.1,1.0,10.0,100,0.18,1,0.81
1.1,1.0,10.0,100,0.36,1,0.942
1.1,1.0,10.0,125,0.18,1,0.814
1.1,1.0,10.0,125,0.36,1,0.948
1.1,1.0,50.0,-40,0.18,1,0.949
1.1,1.0,50.0,-40,0.36,1,1.135
1.1,1.0,50.0,-25,0.18,1,0.924
1.1,1.0,50.0,-25,0.36,1,1.104
1.1,1.0,50.0,0,0.18,1,0.894
1.1,1.0,50.0,0,0.36,1,1.065
1.1,1.0,50.0,25,0.18,1,0.873
1.1,1.0,50.0,25,0.36,1,1.036
1.1,1.0,50.0,75,0.18,1,0.849
1.1,1.0,50.0,75,0.36,1,1.001
1.1,1.0,50.0,100,0.18,1,0.843
1.1,1.0,50.0,100,0.36,1,0.991
1.1,1.0,50.0,125,0.18,1,0.84
1.1,1.0,50.0,125,0.36,1,0.985
1.1,1.0,100.0,-40,0.18,1,1.268
1.1,1.0,100.0,-40,0.36,1,1.566
1.1,1.0,100.0,-25,0.18,1,1.209
1.1,1.0,100.0,-25,0.36,1,1.499
1.1,1.0,100.0,0,0.18,1,1.132
1.1,1.0,100.0,0,0.36,1,1.405
1.1,1.0,100.0,25,0.18,1,1.074
1.1,1.0,100.0,25,0.36,1,1.33
1.1,1.0,100.0,75,0.18,1,0.994
1.1,1.0,100.0,75,0.36,1,1.22
1.1,1.0,100.0,100,0.18,1,0.968
1.1,1.0,100.0,100,0.36,1,1.182
1.1,1.0,100.0,125,0.18,1,0.948
1.1,1.0,100.0,125,0.36,1,1.152
1.1,1.0,200.0,-40,0.18,1,2.058
1.1,1.0,200.0,-40,0.36,1,2.592
1.1,1.0,200.0,-25,0.18,1,1.932
1.1,1.0,200.0,-25,0.36,1,2.453
1.1,1.0,200.0,0,0.18,1,1.756
1.1,1.0,200.0,0,0.36,1,2.249
1.1,1.0,200.0,25,0.18,1,1.612
1.1,1.0,200.0,25,0.36,1,2.075
1.1,1.0,200.0,75,0.18,1,1.403
1.1,1.0,200.0,75,0.36,1,1.806
1.1,1.0,200.0,100,0.18,1,1.327
1.1,1.0,200.0,100,0.36,1,1.704
1.1,1.0,200.0,125,0.18,1,1.266
1.1,1.0,200.0,125,0.36,1,1.621
1.1,1.0,400.0,-40,0.18,1,3.822
1.1,1.0,400.0,-40,0.36,1,4.869
1.1,1.0,400.0,-25,0.18,1,3.562
1.1,1.0,400.0,-25,0.36,1,4.584
1.1,1.0,400.0,0,0.18,1,3.187
1.1,1.0,400.0,0,0.36,1,4.156
1.1,1.0,400.0,25,0.18,1,2.875
1.1,1.0,400.0,25,0.36,1,3.783
1.1,1.0,400.0,75,0.18,1,2.4
1.1,1.0,400.0,75,0.36,1,3.189
1.1,1.0,400.0,100,0.18,1,2.221
1.1,1.0,400.0,100,0.36,1,2.957
1.1,1.0,400.0,125,0.18,1,2.071
1.1,1.0,400.0,125,0.36,1,2.76
1.1,5.45,10.0,-40,0.18,1,3.501
1.1,5.45,10.0,-40,0.36,1,3.633
1.1,5.45,10.0,-25,0.18,1,3.503
1.1,5.45,10.0,-25,0.36,1,3.637
1.1,5.45,10.0,0,0.18,1,3.505
1.1,5.45,10.0,0,0.36,1,3.643
1.1,5.45,10.0,25,0.18,1,3.508
1.1,5.45,10.0,25,0.36,1,3.648
1.1,5.45,10.0,75,0.18,1,3.514
1.1,5.45,10.0,75,0.36,1,3.658
1.1,5.45,10.0,100,0.18,1,3.517
1.1,5.45,10.0,100,0.36,1,3.662
1.1,5.45,10.0,125,0.18,1,3.519
1.1,5.45,10.0,125,0.36,1,3.667
1.1,5.45,50.0,-40,0.18,1,3.559
1.1,5.45,50.0,-40,0.36,1,3.713
1.1,5.45,50.0,-25,0.18,1,3.544
1.1,5.45,50.0,-25,0.36,1,3.695
1.1,5.45,50.0,0,0.18,1,3.531
1.1,5.45,50.0,0,0.36,1,3.677
1.1,5.45,50.0,25,0.18,1,3.525
1.1,5.45,50.0,25,0.36,1,3.667
1.1,5.45,50.0,75,0.18,1,3.521
1.1,5.45,50.0,75,0.36,1,3.662
1.1,5.45,50.0,100,0.18,1,3.521
1.1,5.45,50.0,100,0.36,1,3.662
1.1,5.45,50.0,125,0.18,1,3.522
1.1,5.45,50.0,125,0.36,1,3.665
1.1,5.45,100.0,-40,0.18,1,3.729
1.1,5.45,100.0,-40,0.36,1,3.978
1.1,5.45,100.0,-25,0.18,1,3.688
1.1,5.45,100.0,-25,0.36,1,3.923
1.1,5.45,100.0,0,0.18,1,3.641
1.1,5.45,100.0,0,0.36,1,3.855
1.1,5.45,100.0,25,0.18,1,3.61
1.1,5.45,100.0,25,0.36,1,3.809
1.1,5.45,100.0,75,0.18,1,3.576
1.1,5.45,100.0,75,0.36,1,3.753
1.1,5.45,100.0,100,0.18,1,3.566
1.1,5.45,100.0,100,0.36,1,3.737
1.1,5.45,100.0,125,0.18,1,3.559
1.1,5.45,100.0,125,0.36,1,3.727
1.1,5.45,200.0,-40,0.18,1,4.201
1.1,5.45,200.0,-40,0.36,1,4.681
1.1,5.45,200.0,-25,0.18,1,4.098
1.1,5.45,200.0,-25,0.36,1,4.55
1.1,5.45,200.0,0,0.18,1,3.972
1.1,5.45,200.0,0,0.36,1,4.377
1.1,5.45,200.0,25,0.18,1,3.882
1.1,5.45,200.0,25,0.36,1,4.246
1.1,5.45,200.0,75,0.18,1,3.766
1.1,5.45,200.0,75,0.36,1,4.067
1.1,5.45,200.0,100,0.18,1,3.728
1.1,5.45,200.0,100,0.36,1,4.008
1.1,5.45,200.0,125,0.18,1,3.698
1.1,5.45,200.0,125,0.36,1,3.96
1.1,5.45,400.0,-40,0.18,1,5.425
1.1,5.45,400.0,-40,0.36,1,6.399
1.1,5.45,400.0,-25,0.18,1,5.193
1.1,5.45,400.0,-25,0.36,1,6.126
1.1,5.45,400.0,0,0.18,1,4.886
1.1,5.45,400.0,0,0.36,1,5.741
1.1,5.45,400.0,25,0.18,1,4.654
1.1,5.45,400.0,25,0.36,1,5.428
1.1,5.45,400.0,75,0.18,1,4.33
1.1,5.45,400.0,75,0.36,1,4.965
1.1,5.45,400.0,100,0.18,1,4.218
1.1,5.45,400.0,100,0.36,1,4.796
1.1,5.45,400.0,125,0.18,1,4.128
1.1,5.45,400.0,125,0.36,1,4.659
1.1,9.91,10.0,-40,0.18,1,6.2
1.1,9.91,10.0,-40,0.36,1,6.338
1.1,9.91,10.0,-25,0.18,1,6.202
1.1,9.91,10.0,-25,0.36,1,6.341
1.1,9.91,10.0,0,0.18,1,6.205
1.1,9.91,10.0,0,0.36,1,6.346
1.1,9.91,10.0,25,0.18,1,6.207
1.1,9.91,10.0,25,0.36,1,6.349
1.1,9.91,10.0,75,0.18,1,6.211
1.1,9.91,10.0,75,0.36,1,6.359
1.1,9.91,10.0,100,0.18,1,6.213
1.1,9.91,10.0,100,0.36,1,6.363
1.1,9.91,10.0,125,0.18,1,6.215
1.1,9.91,10.0,125,0.36,1,6.366
1.1,9.91,50.0,-40,0.18,1,6.235
1.1,9.91,50.0,-40,0.36,1,6.386
1.1,9.91,50.0,-25,0.18,1,6.225
1.1,9.91,50.0,-25,0.36,1,6.372
1.1,9.91,50.0,0,0.18,1,6.218
1.1,9.91,50.0,0,0.36,1,6.36
1.1,9.91,50.0,25,0.18,1,6.214
1.1,9.91,50.0,25,0.36,1,6.354
1.1,9.91,50.0,75,0.18,1,6.213
1.1,9.91,50.0,75,0.36,1,6.356
1.1,9.91,50.0,100,0.18,1,6.214
1.1,9.91,50.0,100,0.36,1,6.359
1.1,9.91,50.0,125,0.18,1,6.215
1.1,9.91,50.0,125,0.36,1,6.361
1.1,9.91,100.0,-40,0.18,1,6.362
1.1,9.91,100.0,-40,0.36,1,6.582
1.1,9.91,100.0,-25,0.18,1,6.329
1.1,9.91,100.0,-25,0.36,1,6.536
1.1,9.91,100.0,0,0.18,1,6.294
1.1,9.91,100.0,0,0.36,1,6.484
1.1,9.91,100.0,25,0.18,1,6.272
1.1,9.91,100.0,25,0.36,1,6.449
1.1,9.91,100.0,75,0.18,1,6.248
1.1,9.91,100.0,75,0.36,1,6.415
1.1,9.91,100.0,100,0.18,1,6.243
1.1,9.91,100.0,100,0.36,1,6.406
1.1,9.91,100.0,125,0.18,1,6.239
1.1,9.91,100.0,125,0.36,1,6.4
1.1,9.91,200.0,-40,0.18,1,6.734
1.1,9.91,200.0,-40,0.36,1,7.151
1.1,9.91,200.0,-25,0.18,1,6.645
1.1,9.91,200.0,-25,0.36,1,7.032
1.1,9.91,200.0,0,0.18,1,6.54
1.1,9.91,200.0,0,0.36,1,6.883
1.1,9.91,200.0,25,0.18,1,6.47
1.1,9.91,200.0,25,0.36,1,6.777
1.1,9.91,200.0,75,0.18,1,6.382
1.1,9.91,200.0,75,0.36,1,6.64
1.1,9.91,200.0,100,0.18,1,6.354
1.1,9.91,200.0,100,0.36,1,6.597
1.1,9.91,200.0,125,0.18,1,6.334
1.1,9.91,200.0,125,0.36,1,6.562
1.1,9.91,400.0,-40,0.18,1,7.725
1.1,9.91,400.0,-40,0.36,1,8.622
1.1,9.91,400.0,-25,0.18,1,7.513
1.1,9.91,400.0,-25,0.36,1,8.354
1.1,9.91,400.0,0,0.18,1,7.25
1.1,9.91,400.0,0,0.36,1,7.996
1.1,9.91,400.0,25,0.18,1,7.057
1.1,9.91,400.0,25,0.36,1,7.719
1.1,9.91,400.0,75,0.18,1,6.8
1.1,9.91,400.0,75,0.36,1,7.33
1.1,9.91,400.0,100,0.18,1,6.713
1.1,9.91,400.0,100,0.36,1,7.194
1.1,9.91,400.0,125,0.18,1,6.644
1.1,9.91,400.0,125,0.36,1,7.085
1.1,14.36,10.0,-40,0.18,1,8.897
1.1,14.36,10.0,-40,0.36,1,9.038
1.1,14.36,10.0,-25,0.18,1,8.9
1.1,14.36,10.0,-25,0.36,1,9.041
1.1,14.36,10.0,0,0.18,1,8.901
1.1,14.36,10.0,0,0.36,1,9.044
1.1,14.36,10.0,25,0.18,1,8.902
1.1,14.36,10.0,25,0.36,1,9.05
1.1,14.36,10.0,75,0.18,1,8.907
1.1,14.36,10.0,75,0.36,1,9.057
1.1,14.36,10.0,100,0.18,1,8.909
1.1,14.36,10.0,100,0.36,1,9.059
1.1,14.36,10.0,125,0.18,1,8.91
1.1,14.36,10.0,125,0.36,1,9.062
1.1,14.36,50.0,-40,0.18,1,8.923
1.1,14.36,50.0,-40,0.36,1,9.068
1.1,14.36,50.0,-25,0.18,1,8.916
1.1,14.36,50.0,-25,0.36,1,9.059
1.1,14.36,50.0,0,0.18,1,8.909
1.1,14.36,50.0,0,0.36,1,9.051
1.1,14.36,50.0,25,0.18,1,8.906
1.1,14.36,50.0,25,0.36,1,9.05
1.1,14.36,50.0,75,0.18,1,8.906
1.1,14.36,50.0,75,0.36,1,9.052
1.1,14.36,50.0,100,0.18,1,8.908
1.1,14.36,50.0,100,0.36,1,9.053
1.1,14.36,50.0,125,0.18,1,8.909
1.1,14.36,50.0,125,0.36,1,9.055
1.1,14.36,100.0,-40,0.18,1,9.024
1.1,14.36,100.0,-40,0.36,1,9.229
1.1,14.36,100.0,-25,0.18,1,8.997
1.1,14.36,100.0,-25,0.36,1,9.19
1.1,14.36,100.0,0,0.18,1,8.968
1.1,14.36,100.0,0,0.36,1,9.146
1.1,14.36,100.0,25,0.18,1,8.951
1.1,14.36,100.0,25,0.36,1,9.122
1.1,14.36,100.0,75,0.18,1,8.934
1.1,14.36,100.0,75,0.36,1,9.095
1.1,14.36,100.0,100,0.18,1,8.929
1.1,14.36,100.0,100,0.36,1,9.088
1.1,14.36,100.0,125,0.18,1,8.926
1.1,14.36,100.0,125,0.36,1,9.085
1.1,14.36,200.0,-40,0.18,1,9.339
1.1,14.36,200.0,-40,0.36,1,9.716
1.1,14.36,200.0,-25,0.18,1,9.259
1.1,14.36,200.0,-25,0.36,1,9.607
1.1,14.36,200.0,0,0.18,1,9.169
1.1,14.36,200.0,0,0.36,1,9.477
1.1,14.36,200.0,25,0.18,1,9.108
1.1,14.36,200.0,25,0.36,1,9.386
1.1,14.36,200.0,75,0.18,1,9.037
1.1,14.36,200.0,75,0.36,1,9.273
1.1,14.36,200.0,100,0.18,1,9.015
1.1,14.36,200.0,100,0.36,1,9.238
1.1,14.36,200.0,125,0.18,1,8.999
1.1,14.36,200.0,125,0.36,1,9.211
1.1,14.36,400.0,-40,0.18,1,10.201
1.1,14.36,400.0,-40,0.36,1,11.023
1.1,14.36,400.0,-25,0.18,1,10.006
1.1,14.36,400.0,-25,0.36,1,10.765
1.1,14.36,400.0,0,0.18,1,9.767
1.1,14.36,400.0,0,0.36,1,10.433
1.1,14.36,400.0,25,0.18,1,9.598
1.1,14.36,400.0,25,0.36,1,10.183
1.1,14.36,400.0,75,0.18,1,9.377
1.1,14.36,400.0,75,0.36,1,9.844
1.1,14.36,400.0,100,0.18,1,9.297
1.1,14.36,400.0,100,0.36,1,9.728
1.1,14.36,400.0,125,0.18,1,9.22
1.1,14.36,400.0,125,0.36,1,9.637
1.1,18.82,10.0,-40,0.18,1,11.595
1.1,18.82,10.0,-40,0.36,1,11.736
1.1,18.82,10.0,-25,0.18,1,11.595
1.1,18.82,10.0,-25,0.36,1,11.738
1.1,18.82,10.0,0,0.18,1,11.596
1.1,18.82,10.0,0,0.36,1,11.743
